topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1252655848305893376	http://twitter.com/user/status/1252655848305893376	“Het virus pakt ook niet een rugzakje en loopt boos weg” #persconferentie https://t.co/MlYGudbs9i	0
COVID-19	1250813203027767296	http://twitter.com/user/status/1250813203027767296	@Reaguren @hugodejonge en hij wordt er niet heet of koud van #coronadebat	0
COVID-19	1253215345273384960	http://twitter.com/user/status/1253215345273384960	@Simon_Rozendaal @Jopinie @DeGroene #dtv Wat als #COVID19 #endemisch is? #asymptomatisch in groten getale verspreid, zonder  #antibodies dus niet traceerbaar en geen #immuniteit! Als een nog niet aan de oppervlakte gekomen veenbrand. En dan plots bij iedereen opvlamt. Is dat een realistisch (#horror)scenario?	0
COVID-19	1252652042767806464	http://twitter.com/user/status/1252652042767806464	@skoopnl @zetduivel Hoe heet die knakker ook al weer? Belangrijker misschien nog: waar woont hij...? #persconferentie #COVIDー19	0
COVID-19	1241638590347726848	http://twitter.com/user/status/1241638590347726848	Deze week in mijn #blog op https://t.co/D19S4fltsI We zijn allemaal in de ban van #COVID19NL Van #HappyLiving is op dit moment geen sprake, maar we proberen er ondanks het #blijfthuis advies en de compleet veranderde realiteit het beste van te maken.	0
COVID-19	1247575379419770881	http://twitter.com/user/status/1247575379419770881	Het blijft voor @hugodejonge een groot probleem een vraag simpel te beantwoorden. Veel gepraat en weinig antwoorden. #persconferentie	0
COVID-19	1249236711177179136	http://twitter.com/user/status/1249236711177179136	Vraagje: Het geld dat al die boetes opleveren door die ... mensen die #blijfthuis en #anderhalvemeter niet begrijpen, wordt dat straks als bonus uitbetaald aan alle zorgmedewerkers? #dtv #ikstemvoor https://t.co/s1M0J42BOR	0
COVID-19	1245816912006860800	http://twitter.com/user/status/1245816912006860800	Veel steun en respect voor het personeel van het #SintTrudoziekenhuis #samentegencorona https://t.co/RKAegCo97S	0
COVID-19	1242824275960172544	http://twitter.com/user/status/1242824275960172544	Luisterenswaardig audioverslag van @ArmandGirbes: Met tevens zeer reële kijk op de impact van #Covid19 in combinatie met reguliere zorg, voor ook mensen actief in 'andere' zorg (waaronder in de eerste lijn).   https://t.co/Lst6SBOj4E	0
COVID-19	1246729594503397377	http://twitter.com/user/status/1246729594503397377	Waarom worden provincies niet afgesloten waar #Corona extreem is ?! #RIVM	0
COVID-19	1241446862995042304	http://twitter.com/user/status/1241446862995042304	Check even dit draadje, en BLIJF NOU TOCH EENS EEN KEER THUIS MENSEN! #corona #covid19 #blijfthuis https://t.co/PeaTkK8TD6	0
COVID-19	1253781204454780929	http://twitter.com/user/status/1253781204454780929	Ben ik de enige die een vergrootglas nodig heeft om dieje PowerPoint te kunnen lezen? #persconferentie #veiligheidsraad	0
COVID-19	1240186177992503296	http://twitter.com/user/status/1240186177992503296	Zo bij @RTLZ  @onl #ondernemen #coronavirusNederland	0
COVID-19	1250784467851128843	http://twitter.com/user/status/1250784467851128843	Voordeel van dat #thuisblijven is wel dat ik met meer knoflook kan koken. Vandaag courgetteschotel met kerrie en knoflook. Veel knoflook....😳☺️ #blijfthuis #datdanwelweer	0
COVID-19	1241693702512312320	http://twitter.com/user/status/1241693702512312320	Mijn behandelkamer de afgelopen week en weken die nog gaan komen #blijfthuis #kngf #fysiotherapie #guidovanwoerkom https://t.co/QrEKqOSyNO	0
COVID-19	1243450283885309952	http://twitter.com/user/status/1243450283885309952	Duitsland heeft relatief weinig doden op veel besmettingen.  Wat doet Duitsland anders/beter? #COVID19NL https://t.co/Z7tmjhFtze	1
COVID-19	1254463173643698178	http://twitter.com/user/status/1254463173643698178	Hoi Lilian. Jouw conclusie klopt niet. Conclusie moet zijn dat ten onrechte #influenza en #covid19 ten onrechte juist als even gevaarlijk gestempeld worden. ⬇️ https://t.co/NCrS6gWEZ6 ⬇️ https://t.co/qZe60ZKKQ0 https://t.co/owags8uJqh	1
COVID-19	1248170506198683649	http://twitter.com/user/status/1248170506198683649	Zo'n dagelijks hoogtepuntje van het #thuiswerken. https://t.co/yHM27mQkhX	0
COVID-19	1235381919371718663	http://twitter.com/user/status/1235381919371718663	Ik wil een #klacht indienen tegen t #RIVM .🙃 #ikbenergboos   #coronavirusNederland  #coronaNederland #GGD https://t.co/ancQJLKIqS	0
COVID-19	1254036225243205632	http://twitter.com/user/status/1254036225243205632	#nationaleVeiligheidsraad #persconferentie Ik denk dat hun grote ‘fout’ de gedachte is dat het om een persconferentie gaat. (Enkel voor de pers dus!) Deze echter rechtstreeks uitzenden, maakt er prompt een ‘bericht aan de bevolking' van. Dat zijn toch 2 verschillende dingen?	0
COVID-19	1252571544133476352	http://twitter.com/user/status/1252571544133476352	Hopen op volledig open ipv gedeeltelijk/halve klassen! #persconferentie	0
COVID-19	1245039945749794817	http://twitter.com/user/status/1245039945749794817	Heldere boodschap van Rutte. @DiederikJekel kan een paar dagen vrij nemen.  😜😷 #coronavirusNederland	0
COVID-19	1250781530923896833	http://twitter.com/user/status/1250781530923896833	En zo is dat #coronamaatregelen #Coronadebat https://t.co/donCt6Qj8y	0
COVID-19	1245406058547499011	http://twitter.com/user/status/1245406058547499011	Hebben koeriers Scooters ontheffing om via Zuiderzeepad #Harderwijk te rijden tijdens #blijfthuis #corona  voor bezorgen voedsel? @gemharderwijk @raadharderwijk #snelherstel #horeca #lockdown   #uitpluizer https://t.co/TXmXOst69O	0
COVID-19	1250393712460472322	http://twitter.com/user/status/1250393712460472322	Nu er steeds meer mensen #thuiswerken is het vinden van een parkeerplek 🅿️ soms een uitdaging. Om de #afval containers goed te kunnen legen, willen wij inwoners van @gemeentealkmaar vragen om niet te parkeren op aanbiedplaatsen of voor ondergrondse containers #fail #Alkmaar https://t.co/qr5FVcxfoE	0
COVID-19	1244675309531693057	http://twitter.com/user/status/1244675309531693057	Als de cijfers blijven evolueren zoals dit weekend en vandaag, wil ik volgende zaterdag misschien licht positief worden.  #COVID19	0
COVID-19	1246834361657425922	http://twitter.com/user/status/1246834361657425922	#COVID2019 #COVID19NL #coronavirusNederland Ik vond al dat meneer van Dissel me erg bekend voor kwam... #blijfthuis #Thehungergames #PresidentSnow https://t.co/cDXU2XFlvI	0
COVID-19	1239131329763184647	http://twitter.com/user/status/1239131329763184647	Hopelijk mag ik vrijdag nog Animal Crossing ophalen bij @GameManiaNLD 😅  #COVID19NL #Coronavirusnl	0
COVID-19	1237794309581213699	http://twitter.com/user/status/1237794309581213699	Welkom op de app voor #COVID19 -specialisten. #manmanman	0
COVID-19	1244569857800253442	http://twitter.com/user/status/1244569857800253442	Blijf thuis, en vertrouw de experts. En als je wat te klagen hebt, lees dit draadje en denk na. #coronadebat https://t.co/79Mcjnhfzi	0
COVID-19	1238788790287818756	http://twitter.com/user/status/1238788790287818756	#hamsteren bedankt Nederland voor de lege schappen ik hoop dat jullie allemaal flink de schijt krijgen en dan geen wcpaier genoeg hebben.	0
COVID-19	1248609646044041216	http://twitter.com/user/status/1248609646044041216	Luister naar de oproep van het kabinet: #blijfthuis https://t.co/1ezwr0rVUf	0
COVID-19	1253691872964489219	http://twitter.com/user/status/1253691872964489219	Het is wat ! Pedicuresalon gesloten en toch mooi weer 🤔 Wat doe je dan he? #Covid19 #coronamaatregelen #pedicure #huidverzorging #producten #manicure #nailart #nails @ Pedicuresalon Irma's… https://t.co/DE8mKJ6yKY	0
COVID-19	1243078002700935169	http://twitter.com/user/status/1243078002700935169	Blijf svp doneren! Zoek naar inzamelingspunten bij je in de buurt #coronavirusNederland #samensterk https://t.co/vXM4I62vkm	0
COVID-19	1238586681382572033	http://twitter.com/user/status/1238586681382572033	Even lachen in moeilijke tijden #corona #COVID #hamsteren #wcpapier #nietnodig #samenstaanwesterk https://t.co/Z5gmJg2DZp	0
COVID-19	1242737700974858240	http://twitter.com/user/status/1242737700974858240	Woensdag les 1: hoe verstuur ik een e-card naar mijn jarige klasgenoot #21thcentryskills #thuisonderwijs #sorryjuf	0
COVID-19	1246756956381077505	http://twitter.com/user/status/1246756956381077505	Picknicken in de tuin. Blij met deze luxe. #blijfthuis https://t.co/U9ELb4564U	0
COVID-19	1239163574276304897	http://twitter.com/user/status/1239163574276304897	Mensen zijn niet echt scherp op die funchi. #hamsteren #corona #covid_19 https://t.co/ID0bovlrbH	0
COVID-19	1240350815593943040	http://twitter.com/user/status/1240350815593943040	#respect en heel veel sterkte. Ook een minister staat niet alleen!   #COVID19NL #coronavirusNederland https://t.co/pJcgfnB5zZ	0
COVID-19	1240627155568132097	http://twitter.com/user/status/1240627155568132097	Met ‘Schat, het wordt vanavond wat later’ kun je tegenwoordig ook niet meer aankomen... #thuiswerken	0
COVID-19	1245747271750295552	http://twitter.com/user/status/1245747271750295552	Politiebond: test bij verdenking van coronaspuger https://t.co/29nizZ6UEe #Coronavirus #Corona #COVID2019NL #COVID19	1
COVID-19	1245709331791839237	http://twitter.com/user/status/1245709331791839237	Wat een heftige docu #Levenslucht #Covid19NL blijf binnen en neem #SocialDistance volle ic's teveel druk op de zorg..... https://t.co/mDEBXmzTPY	0
COVID-19	1252869621679415296	http://twitter.com/user/status/1252869621679415296	De beste #innovatie tijdens de #coronacrisis is #persconferentie(s) live en integraal uitzenden en het publiek een meekijkje te gunnen in de vraagstelling van #journalisten. 't Zijn net echte mensen. #vraag #antwoord https://t.co/KgkrhC2h52	0
COVID-19	1251924277445758980	http://twitter.com/user/status/1251924277445758980	@bramspoort Haha zeker. Ik heb dit #BlijfThuis-projectje daarom ook 'Moestuin-op-driehoog' gedoopt.	0
COVID-19	1238540899820462086	http://twitter.com/user/status/1238540899820462086	Als het om #hamsteren gaat zijn mensen kennelijk opeens niet meer zo bang voor een besmetting als gevolg van grote groepen mensen bij elkaar. 🤨	0
COVID-19	1243794974208073728	http://twitter.com/user/status/1243794974208073728	Leestip: professoren @DavidCriekemans en @robdewijk over de impact van #COVID19 op gepolitiek, globalisering en onze Europese way of life. https://t.co/1wo1KZ0B1R	0
COVID-19	1239658065017933829	http://twitter.com/user/status/1239658065017933829	Tips om thuis te kunnen werken, volg morgen ons webinar #Teams #MicrosoftTeams #thuiswerken #StaySafe https://t.co/WndImhLABI	0
COVID-19	1239132413747515393	http://twitter.com/user/status/1239132413747515393	Gespot in het wild: #toiletpapier #COVID19NL https://t.co/A8tiHKdZct	0
COVID-19	1235620807847620608	http://twitter.com/user/status/1235620807847620608	Dit, we zijn fucked: #GGD en #RIVM testen liever niet ➡️ want dan blijft het aantal vastgestelde zieken lekker laag  ➡️ test je positief? Vooral niet doorvertellen. Zeker niet de mensen waarschuwen waarmee je contact hebt gehad, want dan willen die ook getest worden. https://t.co/X34AliVzAe	1
COVID-19	1250393980757516288	http://twitter.com/user/status/1250393980757516288	Zoon (8) had niets meer te lezen en oma schoot te hulp.   #lezen #coronavirusNederland #thuisblijven https://t.co/ohuvTqkW7q	0
COVID-19	1247122988190834688	http://twitter.com/user/status/1247122988190834688	Mijn werkplek vandaag! #thuiswerken #blijfthuis #zon #tuin #veranda #laptop https://t.co/YwMwyaXgfI	0
COVID-19	1251483999991627777	http://twitter.com/user/status/1251483999991627777	@hilda_groothuis @EwaldHoppen Zou het MINDER dom zijn als #vindicat niet onder een vergrootglas zou liggen?	0
COVID-19	1249313286144831490	http://twitter.com/user/status/1249313286144831490	Humor is ook tijdens de paasdagen onontbeerlijk🐰🐣😉 In gedachten bij de Franse tak van de familie #blijfthuis #Pasen https://t.co/vHebQUTKFQ	0
COVID-19	1242179654007611404	http://twitter.com/user/status/1242179654007611404	Gelukkig kan ik gewoon mijn eigen kapsel doen met de tondeuse. #covid19NL	0
COVID-19	1247947377471827969	http://twitter.com/user/status/1247947377471827969	Ik ging met @HvA collega @drommens via Zoom in gesprek over mijn tijdelijke transfer naar #RIVM   We hadden het o.a. over: - waarom gedrag er toe doet in een epidemie - of ik nog wel terug ga naar mijn oude groep  - waarom ik ineens langer onder de douche sta https://t.co/TIMiOpaHVf	0
COVID-19	1246008962719285248	http://twitter.com/user/status/1246008962719285248	Dag 25 van #blijfthuis in Brabant.. Mijn wasmachine trekt gekke bekken tegen mij..😱😂 https://t.co/jdqntNctPn	0
COVID-19	1240992978421927936	http://twitter.com/user/status/1240992978421927936	Ongelooflijk hoe onverschillig sommige mensen buiten zijn. Lopen vlak langs je of laten hun hond loslopen die tegen je aan loopt. #covid19	0
COVID-19	1252592646104780800	http://twitter.com/user/status/1252592646104780800	Ga je naar deze bosbrand kijken dan gun ik je een FIKse boete...  #bliefthoes..#BlijfThuis #bleibzuhause   #Limburg https://t.co/PgI5uE9q52	0
COVID-19	1243251257835487232	http://twitter.com/user/status/1243251257835487232	Ik maak van het huisarrest vanwege #coronavirusNederland maar gebruik om een jeugdhobby weer op te pakken. Een bouwpakket in elkaar zetten. Eerste wordt de Memphis Belle schaal 1:42 https://t.co/f21yE70p3e	0
COVID-19	1239577818767462403	http://twitter.com/user/status/1239577818767462403	Nooit geweten dat Microsoft Teams een betere beeld/geluid verbinding heeft dan Skype. #thuiswerken #tochonline	0
COVID-19	1250858511371829250	http://twitter.com/user/status/1250858511371829250	day 20-something of quarantaine: heb de tv gemuted om gebarentaal te leren #persconferentie	0
COVID-19	1237837389990637569	http://twitter.com/user/status/1237837389990637569	Ze spelen daar in Den Haag veel te vaak lulkoekbingo. @bruno_bruins wint bijna altijd. #Corona #COVID19 #coronavirus https://t.co/uGbZ4ZJKdJ	0
COVID-19	1242925643471433732	http://twitter.com/user/status/1242925643471433732	Mevr. #AuraTimen van het #RIVM wordt in #Op1 gevraagd of zij weet dat virologen het RIVM tegenspreken. Antwoord: Ik hoor dat van meneer (Henk) Krol, nu. Wààààt? Dus het RIVM zit in z'n ivoren toren modellen te bekijken en heeft geen notie van alle kritiek? #coronavirusNederland	0
COVID-19	1252648377369735168	http://twitter.com/user/status/1252648377369735168	Hoeveel van de kinderen in het land zijn getest. #persconferentie	0
COVID-19	1238481431132766210	http://twitter.com/user/status/1238481431132766210	Extra #coronavirus maatregel: #Nederland weert vluchten uit #Italië, #Iran, #China en #ZuidKorea!!! #Coronavirusnl https://t.co/oQzRPasCN0	1
COVID-19	1254436690569068546	http://twitter.com/user/status/1254436690569068546	17:46:43u | Dode man aangetroffen in auto op de | Politie Limburg (Noord) Persinformatie | ^TZ #StaySafe #BlijfThuis	1
COVID-19	1252836598808408065	http://twitter.com/user/status/1252836598808408065	#persconferentie welk niveau hebben die journalisten #wateenvragen	0
COVID-19	1238245200725774338	http://twitter.com/user/status/1238245200725774338	Ook al verzuipen we hier en andere landen hebben waterpompen, dan gaat Nederland ze alsnog uitvinden... #coronadebat	0
COVID-19	1245348420170244103	http://twitter.com/user/status/1245348420170244103	Volgens de leerlingen ben ik geen leuke meester. #Thuisonderwijs	0
COVID-19	1254047846904537090	http://twitter.com/user/status/1254047846904537090	Als dit zo is, waarom moeten we mondmaskers dan wegwerpen of wassen? #dtv #CoronaCrisis #covid19Be https://t.co/UWYS7MTGpk	0
COVID-19	1243579811445891073	http://twitter.com/user/status/1243579811445891073	Santé op het weekend..... #vrijdag #weekend #friyay in tijden van #covid-19 zou een mens beginnen drinken 😂😂😂 @ Wetteren https://t.co/wLGq0tLKLa	0
COVID-19	1238567497844035585	http://twitter.com/user/status/1238567497844035585	De #psychologie achter de 'jacht' op #toiletpapier bij een #crisis. #hamsteren https://t.co/vrpGklC7a8 via @NUnl	0
COVID-19	1240525861268393985	http://twitter.com/user/status/1240525861268393985	@ADnl Ehm en die nieuwe pieken in Azië dan zoals @gertjansegers aangaf gisteren? Is dat dan niet waar ?? #pinocchio #COVID19NL	0
COVID-19	1245361722011136001	http://twitter.com/user/status/1245361722011136001	Ok, daar gaatie.. Het is natuurlijk een vak, maar #blijfthuis #houdafstand https://t.co/xkkTO0wfZP	0
COVID-19	1252650106467299329	http://twitter.com/user/status/1252650106467299329	Hopelijk beurt #firstdates ons op na de #persconferentie	0
COVID-19	1248964026635374592	http://twitter.com/user/status/1248964026635374592	covid19 is nr.6 trending hashtag in NL in afgelopen 4 uur. https://t.co/7Dx5eMswA7 #covid19	1
COVID-19	1243856455071150080	http://twitter.com/user/status/1243856455071150080	De meeste geïnfecteerden ervaren corona als een griep. Zouden we kunnen volstaan met #anderhalvemeter afstand? Ook in restaurants ed.  vraag voor @rivm: Kunnen we volstaan met kwetsbare groepen beschermen en eventueel isoleren? Hulpverleners kunnen beschermende kleding dragen?	1
COVID-19	1252648736079187979	http://twitter.com/user/status/1252648736079187979	Dus de economie mag nog verder inzakken want de kinderen worden de nieuwe besmetters? #persconferentie	0
COVID-19	1240310892979519498	http://twitter.com/user/status/1240310892979519498	Retweet! @NSPOH ontwikkelde met @rivm een e-learning Kennis over #COVID19 Bedoeld voor #artsen en #verpleegkundigen die nu worden ingezet in de bestrijding van uitbraak #COVID19 https://t.co/kPZ14iYtcp https://t.co/2qFqeRx0A9	1
COVID-19	1245971745108037633	http://twitter.com/user/status/1245971745108037633	Met mn mannen❤️👇🏼 #posse #StayHomeSaveLives https://t.co/R25RygcBW1	0
COVID-19	1245700363321311233	http://twitter.com/user/status/1245700363321311233	@BergsmaGert Da’s nog veel liever! 😘 #samentegencorona	0
COVID-19	1249325299881385984	http://twitter.com/user/status/1249325299881385984	HARDENBERG: …ergens in Hardenberg tijdens Corona 🦠 #BlijfThuis #SamenStaanWeSterk @VechtdalPartij @inDedemsvaart @VisitHardenberg @Hardenberg_N @Gramsbergen @Amateurfilm_AFP * Te zien op televisie via #wijZijnTv en via Internet op alle apparaten op:  https://t.co/3GHuRgrtia	0
COVID-19	1237392981113491458	http://twitter.com/user/status/1237392981113491458	De #BrandweerBRZO netwerkdag van 12 maart wordt uitgesteld i.v.m. #COVID19. Aanmelden heeft dus geen zin meer.	1
COVID-19	1247771055113900036	http://twitter.com/user/status/1247771055113900036	#goedemorgen #Rotterdam met zo’n uitzicht is het niet erg om thuis te werken #thuiswerken #COVID2019NL #wolkjes #sky #skyporn #wolkenkrabbers https://t.co/QnTNpWEUQZ	0
COVID-19	1241382091864117250	http://twitter.com/user/status/1241382091864117250	@davyvh Wij deelden 10-tallen #Chromebooks uit. Gratis tot einde pandemie. Het kan. #Covid_19	0
COVID-19	1247538226262204418	http://twitter.com/user/status/1247538226262204418	Ook van het #LCPS: De huidige maatregelen zullen waarschijnlijk langer duren..  #covid19nl #coronavirusnederland #coronavirusnl #rivm #ikblijfthuis https://t.co/zyIjBt7mAy https://t.co/OIBICAaZIX	1
COVID-19	1241733654088482817	http://twitter.com/user/status/1241733654088482817	@VoetbalPrimeur let op het is niet alleen gevaarlijk voor met een zwakke gezondheid, dat denken veel mensen wel #coronavirusNederland	1
COVID-19	1241053551100657664	http://twitter.com/user/status/1241053551100657664	Laten we China alvast aansprakelijk stellen voor alle doden en alle economische schade #covid19Nederland	0
COVID-19	1253671397051809792	http://twitter.com/user/status/1253671397051809792	#blijfthuis #bliefthoes Daarom foto's uit het archief van #BekiekTwente.  Vandaag precies 5 jaar geleden stond het Hijschgebouw van Stork er nog in #Hengelo #Hengel #Twente https://t.co/pZ91JFveBt	0
COVID-19	1252871870254166022	http://twitter.com/user/status/1252871870254166022	Moet echt elke f*cking beroepsgroep een radiospotje hebben om te zeggen dat ze nu hard bezig zijn? #coronavirusNederland	0
COVID-19	1243145348215865344	http://twitter.com/user/status/1243145348215865344	@peter_persyn De virtuele wereld wordt reeël! #COVID19	0
COVID-19	1239165105251721218	http://twitter.com/user/status/1239165105251721218	Ook het verhaal dat jongeren enkel besmet raken blijkt niet te kloppen..... #scholendicht #coronavirusnetherlands #CoronaVirusUpdates #Coronavirusnl  https://t.co/dUVysPe7aR	1
COVID-19	1238209440056295424	http://twitter.com/user/status/1238209440056295424	Waarom gaat de partijleider van @groenlinks eigenlijk in debat met @jesseklaver #dtv #coronadebat	0
COVID-19	1248642888801681409	http://twitter.com/user/status/1248642888801681409	@DieTukkerfries Manlief moet werken op de IC met #Pasen #doeslief #blijfthuis	0
COVID-19	1243088604261425152	http://twitter.com/user/status/1243088604261425152	Een handige flowchart voor veel roeptoeters op Twitter. #COVID19 https://t.co/fvN48eh3e8	0
COVID-19	1244607363967049728	http://twitter.com/user/status/1244607363967049728	Moeite met #thuiswerken of lunchdip? Energizers! Doe de oortjes van je headphone in voor een ultieme geluidssensatie in 8D-audio. En daarna weer fris verder, bijv. met het doornemen van Servicedocument aanpak corona #mbo. Billie Eilish Ilomilo - YouTube https://t.co/YFV8slchmj	0
COVID-19	1234123677421244417	http://twitter.com/user/status/1234123677421244417	@112Vandaag Leuk het protocol van het #RIVM	0
COVID-19	1241743376678096896	http://twitter.com/user/status/1241743376678096896	Regelafstand of regel afstand? De spatie maakt het verschil...  #houdafstand #blijfthuis https://t.co/OuaxgYhrSf	0
COVID-19	1240703384362962945	http://twitter.com/user/status/1240703384362962945	Als je beide ouders in een conference call zitten #CoronaCrisis #thuiswerken https://t.co/npbaQ46Tfg	0
COVID-19	1238477948786802689	http://twitter.com/user/status/1238477948786802689	De Hollandse nuchterheid is ook verdwenenen #hamsteren #coronanederland bizar... https://t.co/00x8V6KCdw	0
COVID-19	1239554591211114502	http://twitter.com/user/status/1239554591211114502	@ronfresen Ook weer te dicht op elkaar. Voorbeeldfunctie, ooit van gehoord? Zucht #SocialDistancing #Corona #houdafstand	0
COVID-19	1244646158120685570	http://twitter.com/user/status/1244646158120685570	@RitYouAll @mirellaklomp @johanroeland @jwvdleest @VU_FRT College geheel gewijd aan de #COVID19 en de rol van #kerk en #Bijbel in #Nederland - 'Bijbel in het publieke domein' op z'n actueelst (en treurigst).	0
COVID-19	1239894562023276544	http://twitter.com/user/status/1239894562023276544	#Euro2020 wordt uitgesteld naar 2021. #rodeduivels #covid19 #uefa https://t.co/ENOCs285me	1
COVID-19	1245421989050941441	http://twitter.com/user/status/1245421989050941441	Ik heb deze hele dag nog geen 1-aprilgrap gezien of gehoord. #houdafstand	1
